Name, Topic Label, Score
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Psychological trauma, 1
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Emotion, 1
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Sensory cue, 1
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Motion perception, 1
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Risk, 1
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Physical exercise, 1
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Self-esteem, 1
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Cognitive science, 1
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Psychological concepts, 1
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Neuroscience, 1
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Neuropsychological assessment, 0.9873
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Artificial intelligence, 0.9341
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Intelligence, 0.9221
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Biometrics, 0.9201
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Electroencephalography, 0.9081
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Neuropsychology, 0.9039
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Disability, 0.887
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Psychology, 0.8793
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Biological motion, 0.8542
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Reality, 0.8528
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Nervous system, 0.8432
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Data, 0.8426
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Emergence, 0.8423
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Mathematics, 0.842
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Biological motion perception, 0.8389
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Learning disability, 0.8294
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Long-term memory, 0.8146
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Concussion, 0.809
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Cat, 0.7967
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Association football, 0.792
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Multisensory integration, 0.7881
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Medicine, 0.7858
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Epistemology, 0.7857
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Stimulus (physiology), 0.7793
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Virtual reality, 0.7601
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Neuroplasticity, 0.7573
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Logic, 0.7573
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Feedback, 0.7533
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Phenomenology, 0.7526
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Behavioural sciences, 0.7442
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Cigarette, 0.7438
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Online community, 0.7405
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Major depressive disorder, 0.7336
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Attention deficit hyperactivity disorder, 0.7301
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Pressure, 0.7259
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, neuropsychology, 0.7208
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Family, 0.7178
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Concept, 0.7169
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Mental processes, 0.7167
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Bit, 0.7117
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Chaos theory, 0.6998
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Jet engine, 0.6996
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Airplane, 0.6989
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Research, 0.6925
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Temperature, 0.6919
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Sniper, 0.6889
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Sleep, 0.6884
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Neurofeedback, 0.6729
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Judo, 0.6659
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Measurement, 0.6607
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Mathematical optimization, 0.6605
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Retina, 0.6584
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Canada, 0.6447
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Cognitive training, 0.6442
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Physics, 0.6437
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, United States, 0.6376
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Water, 0.6337
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Zoo, 0.6335
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Relevance, 0.6265
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Cloud computing, 0.6255
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Uncertainty, 0.6232
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, School discipline, 0.6228
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Ice, 0.6225
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Energy, 0.6218
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Art, 0.6205
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Basketball, 0.6194
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Computer, 0.6162
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Scientist, 0.6075
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Prototype, 0.6044
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Special forces, 0.6041
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Jujutsu, 0.6023
TRADOC Mad Scientist 2015- Building cohesive teams for OE w_ J Castonguay.txt, Tax, 0.6013
lionking.txt, Ancient pottery, 1
lionking.txt, Art media, 1
lionking.txt, Crafts, 1
lionking.txt, Conservation and restoration, 1
lionking.txt, Artificial objects, 1
lionking.txt, Plastic arts, 1
lionking.txt, Pottery, 1
lionking.txt, Ceramics, 1
lionking.txt, Folk art, 1
lionking.txt, Cookware and bakeware, 1
lionking.txt, Arts, 1
lionking.txt, Visual arts, 1
lionking.txt, Decorative arts, 1
lionking.txt, Artificial materials, 1
lionking.txt, Ceramic art, 1
lionking.txt, Handicrafts, 1
lionking.txt, Kitchenware, 1
lionking.txt, Museology, 0.9795
lionking.txt, Hobbies, 0.9175
lionking.txt, Culture, 0.8524
lionking.txt, Ancient Greek pottery, 0.7215
lionking.txt, Works of art, 0.7059
lionking.txt, Archaeological artefact types, 0.7047
lionking.txt, Ancient technology, 0.6416
lionking.txt, Ancient Greek technology, 0.6146
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Economic model, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, China, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Sustainability, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Education, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, United States, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Democracy, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Earth, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Thought, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Energy development, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Renewable energy, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Cold War, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Trade, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Soviet Union, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Cyberwarfare, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Governance, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Economics, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Prediction, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Interdependence, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, European Union, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Understanding, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Natural environment, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Reason, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Failed state, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Forecasting, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Health, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Economic bubble, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Free trade, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Energy, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Technology, 0.9972
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Nuclear proliferation, 0.9941
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Value (ethics), 0.9904
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Artificial intelligence, 0.9744
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Latin America, 0.9662
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Infrastructure, 0.9544
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Market (economics), 0.9515
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Research, 0.9372
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Social exclusion, 0.9357
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Economic interdependence, 0.9121
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Science, 0.8999
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Life expectancy, 0.8884
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Mining, 0.8834
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Gross domestic product, 0.8829
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Great power, 0.8807
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Innovation, 0.8734
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Investment, 0.8726
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Competition, 0.871
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Agriculture, 0.8682
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Renewable resource, 0.8663
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Normative, 0.8623
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Social mobility, 0.8609
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, International System of Units, 0.859
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, United Kingdom, 0.8554
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Predictive analytics, 0.8515
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Organization, 0.8504
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Equal opportunity, 0.8497
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, War, 0.8418
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Fossil fuel, 0.8403
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Calibration, 0.8392
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Educational technology, 0.838
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Space, 0.8334
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Color, 0.8256
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Causality, 0.8236
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Climate change, 0.823
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Precedent, 0.8208
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Mind, 0.8078
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Trade union, 0.8047
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, First World, 0.7973
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Data, 0.7946
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Mobile phone, 0.7943
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Macroeconomics, 0.7934
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Policy, 0.7926
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Graph (discrete mathematics), 0.7811
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Wind, 0.78
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Demography, 0.7773
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Reality, 0.7766
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Human development (humanity), 0.7748
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Decision-making, 0.7706
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Robotics, 0.7701
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Carbon, 0.769
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, World population, 0.7677
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Historiography, 0.7648
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, United Nations, 0.7586
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, World War II, 0.7577
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Academic publishing, 0.7576
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Microphone, 0.7555
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Liberalism, 0.7545
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Literature, 0.7525
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Middle power, 0.7321
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, India, 0.7307
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Eastern Bloc, 0.7274
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Comparative advantage, 0.7268
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Violence, 0.7229
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Peace, 0.7205
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Regression analysis, 0.7105
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Physical exercise, 0.7095
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Asia, 0.7088
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Apple Inc., 0.7076
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Future, 0.7069
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Africa, 0.7068
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Cold War (1985–91), 0.7041
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Pakistan, 0.7034
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Female education, 0.7015
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Intelligence, 0.6991
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Polarity (international relations), 0.699
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Probability, 0.6957
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Robot, 0.6952
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Rebellion, 0.6924
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Climate, 0.6917
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Supply and demand, 0.6852
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Mathematical optimization, 0.6769
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Culture, 0.6764
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Force, 0.6738
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Resource, 0.668
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, 2000s (decade), 0.6679
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Universe, 0.666
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Engineering, 0.6654
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Political violence, 0.6634
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Al Gore, 0.6625
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Cognition, 0.6581
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Coal, 0.6575
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Fossil, 0.6516
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, World energy consumption, 0.6476
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Economy, 0.6461
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Lighting, 0.6455
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Mexico, 0.6439
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, History, 0.6383
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Politics, 0.6379
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Tank, 0.6378
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Information, 0.637
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Parameter, 0.6354
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Sleep, 0.6344
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Fuel, 0.6302
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Rice, 0.6223
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Density, 0.622
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Opinion poll, 0.6201
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, NATO, 0.6196
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Top-down and bottom-up design, 0.6194
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Externality, 0.6188
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Nature, 0.6183
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, John McCain, 0.6172
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Utopia, 0.6161
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Community, 0.6149
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, World War I, 0.612
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Third Way, 0.611
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Income, 0.6105
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Capital (economics), 0.6086
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Petroleum, 0.6082
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Jonathan Moyer.txt, Tool, 0.6018
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Science, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Decision-making, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Thought, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Research, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Information, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Psychology, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Decision theory, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Experiment, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Uncertainty, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Expert, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Engineering, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Reason, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Economics, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, News, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Risk, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Surveillance, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Herbert A. Simon, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Behavior, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Statistics, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Medicine, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Technology, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Rationality, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Mathematics, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Big data, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Reality, 1
